,pitch,start,end,duration,next_note
26718,57,26,28,2,64_2
26719,62,2,4,2,71_2
26720,65,26,28,2,67_2
26721,65,26,28,2,67_2
26722,65,26,28,2,67_2
26723,69,26,28,2,62_2
26724,62,22,24,2,67_4
26725,71,24,28,4,65_2
26726,62,4,8,4,65_4
26727,65,20,22,2,69_2
26728,71,24,26,2,67_2
26729,62,24,26,2,69_2
26730,67,4,8,4,62_4
26731,71,26,28,2,65_2
26732,71,24,26,2,69_2
26733,67,26,28,2,60_2
26734,62,2,4,2,62_4
26735,69,20,24,4,64_4
26736,64,26,28,2,62_2
26737,67,26,28,2,69_2
26738,64,20,24,4,67_4
26739,60,26,28,2,65_2
26740,60,26,28,2,60_2
26741,65,26,28,2,69_2
26742,64,24,26,2,65_2
26743,67,22,24,2,60_2
26744,64,24,28,4,69_2
26745,62,26,28,2,60_2
26746,62,26,28,2,60_2
26747,71,26,28,2,67_2
26748,64,22,24,2,71_4
26749,64,26,28,2,64_2
26750,64,24,26,2,67_2
26751,60,22,24,2,67_2
26752,60,26,28,2,71_2
26753,71,28,30,2,64_1
26754,64,28,30,2,64_1
26755,65,20,24,4,69_4
26756,65,20,24,4,69_4
26757,67,24,28,4,67_2
26758,64,26,28,2,60_2
26759,62,26,28,2,69_2
26760,67,24,26,2,65_2
26761,64,24,26,2,67_2
26762,65,24,26,2,60_2
26763,65,24,26,2,60_2
26764,69,24,28,4,60_2
26765,67,26,28,2,64_2
26766,67,4,6,2,59_2
26767,69,22,24,2,71_4
26768,65,22,24,2,65_2
26769,71,26,28,2,71_2
26770,71,26,28,2,71_2
26771,71,26,28,2,71_2
26772,65,22,24,2,71_2
26773,67,12,16,4,69_4
26774,71,24,28,4,60_2
26775,71,24,28,4,62_2
26776,71,12,14,2,60_2
26777,60,26,28,2,62_2
26778,62,26,28,2,67_2
26779,60,26,28,2,64_2
26780,65,26,28,2,62_2
26781,71,22,24,2,64_4
26782,71,16,20,4,69_4
26783,67,20,24,4,69_4
26784,71,22,24,2,67_4
26785,62,26,28,2,71_2
26786,60,20,24,4,69_4
26787,67,26,28,2,71_2
26788,62,26,28,2,64_2
26789,60,28,29,1,71_1
26790,65,26,28,2,65_2
26791,62,20,24,4,60_2
26792,67,20,24,4,60_4
26793,69,16,20,4,69_4
26794,69,2,4,2,62_2
26795,60,26,28,2,71_2
26796,62,20,22,2,60_2
26797,62,24,26,2,62_2
26798,60,10,12,2,67_2
26799,71,24,28,4,62_2
26800,65,26,28,2,67_2
26801,62,26,28,2,71_2
26802,60,26,28,2,67_2
26803,69,26,28,2,67_2
26804,64,24,26,2,67_2
26805,67,26,28,2,71_2
26806,62,24,26,2,64_2
26807,65,20,24,4,62_4
26808,64,2,4,2,71_2
26809,67,4,6,2,65_2
26810,71,26,28,2,65_2
26811,62,24,26,2,60_2
26812,64,24,26,2,67_2
26813,64,24,26,2,61_2
26814,69,29,30,1,59_1
26815,67,18,20,2,64_4
26816,65,26,28,2,62_2
26817,69,16,20,4,60_4
26818,60,16,20,4,67_4
26819,64,26,28,2,59_2
26820,64,26,28,2,59_2
26821,67,26,28,2,59_2
26822,64,26,28,2,71_2
26823,67,26,28,2,67_2
26824,65,26,28,2,71_2
26825,69,26,28,2,60_2
26826,67,24,26,2,71_2
26827,65,26,28,2,64_2
26828,64,24,26,2,67_2
26829,67,29,30,1,65_1
26830,65,26,28,2,62_2
26831,69,20,24,4,71_2
26832,71,26,28,2,69_2
26833,62,24,26,2,62_2
26834,62,24,26,2,71_2
26835,71,26,28,2,62_2
26836,64,2,4,2,69_4
26837,69,26,28,2,60_2
26838,60,26,28,2,60_2
26839,60,26,28,2,60_2
26840,71,26,28,2,67_2
26841,69,26,28,2,60_2
26842,60,26,28,2,69_2
26843,69,24,28,4,64_2
26844,65,24,28,4,64_2
26845,69,26,28,2,69_2
26846,64,22,24,2,67_2
26847,64,22,24,2,67_2
26848,60,20,22,2,60_2
26849,60,20,22,2,60_2
26850,71,26,28,2,62_2
26851,64,19,20,1,63_4
26852,71,12,14,2,62_2
26853,69,20,24,4,64_4
26854,71,16,18,2,69_2
26855,62,26,28,2,71_2
26856,64,24,28,4,65_2
26857,65,26,28,2,64_2
26858,65,26,28,2,64_2
26859,57,29,30,1,70_1
26860,62,24,26,2,62_2
26861,62,26,28,2,60_2
26862,62,4,6,2,67_2
26863,65,26,28,2,62_2
26864,64,24,26,2,62_2
26865,71,4,8,4,65_4
26866,71,4,8,4,65_4
26867,71,26,28,2,71_2
26868,62,26,28,2,60_2
26869,71,20,24,4,64_4
26870,64,26,28,2,71_2
26871,62,24,26,2,62_2
26872,62,24,28,4,71_2
26873,62,26,28,2,71_2
26874,65,26,28,2,71_2
26875,65,26,28,2,69_2
26876,71,24,28,4,62_2
26877,64,26,28,2,62_2
26878,65,22,24,2,64_4
26879,60,24,26,2,64_2
26880,60,24,26,2,64_2
26881,60,26,28,2,67_2
26882,60,2,4,2,71_4
26883,59,26,28,2,62_2
26884,71,2,4,2,67_2
26885,71,16,18,2,69_2
26886,60,24,26,2,60_2
26887,62,26,28,2,62_2
26888,64,24,26,2,67_2
26889,67,22,24,2,69_4
26890,62,26,28,2,71_2
26891,64,24,26,2,62_2
26892,62,4,8,4,60_4
26893,64,22,24,2,65_2
26894,67,28,30,2,66_1
26895,67,22,24,2,60_4
26896,71,29,30,1,58_1
26897,67,27,28,1,62_1
26898,67,27,28,1,62_1
26899,67,27,28,1,62_1
26900,67,27,28,1,62_1
26901,65,24,28,4,69_2
26902,62,24,28,4,60_2
26903,71,26,28,2,64_2
26904,57,26,28,2,68_2
26905,64,24,26,2,67_2
26906,60,24,26,2,71_2
26907,62,26,28,2,62_2
26908,64,24,26,2,67_2
26909,71,20,24,4,69_4
26910,67,22,24,2,71_4
26911,65,26,28,2,67_2
26912,69,26,28,2,60_2
26913,65,26,28,2,67_2
26914,65,26,28,2,67_2
26915,71,2,4,2,67_2
26916,69,16,18,2,67_2
26917,71,6,8,2,60_2
26918,64,28,29,1,65_1
26919,62,26,28,2,62_2
26920,69,22,24,2,67_4
26921,65,20,22,2,67_2
26922,71,20,24,4,60_4
26923,59,28,30,2,62_1
26924,69,26,28,2,60_2
26925,60,17,18,1,69_2
26926,62,26,28,2,62_2
26927,67,26,28,2,65_2
26928,65,26,28,2,64_2
26929,67,26,28,2,67_2
26930,59,22,24,2,70_2
26931,65,26,28,2,62_2
26932,59,24,26,2,62_2
26933,67,22,24,2,62_4
26934,67,26,28,2,67_2
26935,67,26,28,2,67_2
26936,69,26,28,2,69_2
26937,67,24,26,2,67_2
26938,71,26,28,2,69_2
26939,71,24,28,4,62_2
26940,71,26,28,2,64_2
26941,71,26,28,2,64_2
26942,71,26,28,2,64_2
26943,65,26,28,2,69_2
26944,65,8,12,4,64_4
26945,67,20,24,4,64_4
26946,67,20,22,2,64_2
26947,64,24,26,2,67_2
26948,67,24,28,4,67_2
26949,71,16,20,4,71_4
26950,65,20,24,4,64_4
26951,69,26,28,2,65_2
26952,67,26,28,2,67_2
26953,67,26,28,2,69_2
26954,69,20,24,4,62_4
26955,62,29,30,1,64_1
26956,64,28,29,1,60_1
26957,65,26,28,2,65_2
26958,60,2,4,2,69_4
26959,62,4,6,2,69_2
26960,62,26,28,2,65_2
26961,67,26,28,2,66_2
26962,65,20,24,4,69_4
26963,64,26,28,2,71_2
26964,69,24,26,2,64_2
26965,67,24,28,4,71_2
26966,59,26,28,2,65_2
26967,59,26,28,2,65_2
26968,67,26,28,2,64_2
26969,67,26,28,2,67_2
26970,64,24,26,2,71_2
26971,64,26,28,2,67_2
26972,67,4,6,2,60_2
26973,71,26,28,2,67_2
26974,67,24,26,2,60_2
26975,71,24,26,2,62_2
26976,65,26,28,2,60_2
26977,65,24,26,2,60_2
26978,65,24,28,4,65_2
26979,67,20,24,4,65_2
26980,62,24,26,2,67_2
26981,69,18,20,2,62_2
26982,69,26,28,2,65_2
26983,71,26,28,2,71_2
26984,62,8,12,4,62_4
26985,57,28,30,2,70_1
26986,69,22,24,2,62_4
26987,60,24,28,4,67_2
26988,67,26,28,2,65_2
26989,69,24,26,2,67_2
26990,69,22,24,2,71_2
26991,65,22,24,2,67_2
26992,65,22,24,2,64_2
26993,69,22,24,2,69_2
26994,69,22,24,2,69_2
26995,69,2,4,2,64_4
26996,69,2,4,2,65_2
26997,67,26,28,2,62_2
26998,65,27,28,1,67_2
26999,65,27,28,1,67_2
27000,67,4,6,2,67_2
27001,67,2,4,2,62_2
27002,62,26,28,2,61_2
27003,60,20,24,4,69_4
27004,71,26,28,2,69_2
27005,67,26,28,2,69_2
27006,67,26,28,2,69_2
27007,69,26,28,2,62_2
27008,64,27,28,1,65_1
27009,64,27,28,1,65_1
27010,62,29,30,1,63_1
27011,67,26,28,2,60_2
27012,65,16,20,4,71_2
27013,64,22,24,2,70_4
27014,62,20,24,4,67_4
27015,62,20,24,4,60_4
27016,62,20,24,4,60_4
27017,69,24,28,4,69_2
27018,60,29,30,1,71_1
27019,57,28,30,2,67_1
27020,62,20,22,2,60_2
27021,67,24,26,2,67_2
27022,67,24,26,2,67_2
27023,67,24,26,2,67_2
27024,65,29,30,1,65_1
27025,69,24,28,4,69_2
27026,69,26,28,2,62_2
27027,71,26,28,2,65_2
27028,60,24,26,2,64_2
27029,64,24,26,2,69_2
27030,62,26,28,2,60_2
27031,62,26,28,2,60_2
27032,71,2,4,2,64_2
27033,67,26,28,2,67_2
27034,67,26,28,2,67_2
27035,69,20,24,4,67_4
27036,69,20,24,4,67_4
27037,60,24,26,2,69_2
27038,65,26,28,2,71_1
27039,64,12,14,2,60_2
27040,69,20,24,4,60_4
27041,71,4,6,2,62_2
27042,64,22,24,2,64_4
27043,69,20,24,4,60_4
27044,60,24,28,4,69_2
27045,67,26,28,2,65_2
27046,71,2,4,2,67_2
27047,71,20,24,4,64_4
27048,57,24,26,2,59_2
27049,57,24,26,2,59_2
27050,57,24,26,2,59_2
27051,71,2,4,2,67_2
27052,65,10,12,2,60_2
27053,69,26,28,2,71_2
27054,69,20,24,4,69_4
27055,64,2,4,2,71_2
27056,65,22,24,2,67_2
27057,71,26,28,2,64_2
27058,69,24,28,4,60_2
27059,62,27,28,1,60_2
27060,67,26,28,2,69_2
27061,64,26,28,2,64_2
27062,65,20,24,4,62_4
27063,67,24,28,4,69_2
27064,64,16,18,2,71_2
27065,69,24,26,2,69_2
27066,69,24,26,2,69_2
27067,64,24,26,2,67_2
27068,64,24,26,2,67_2
27069,65,26,28,2,62_2
27070,64,26,28,2,65_2
27071,71,2,4,2,71_2
27072,69,24,28,4,65_2
27073,65,26,28,2,62_2
27074,60,26,28,2,60_2
27075,65,20,24,4,71_4
27076,53,21,22,1,71_2
27077,67,29,30,1,67_1
27078,67,26,28,2,69_2
27079,65,24,28,4,64_2
27080,64,26,28,2,67_2
27081,62,20,24,4,67_2
27082,67,24,26,2,69_2
27083,60,26,28,2,65_2
27084,67,2,4,2,62_4
27085,71,26,28,2,62_2
27086,64,24,26,2,67_2
27087,64,26,28,2,67_2
27088,64,26,28,2,67_2
27089,64,26,28,2,67_2
27090,64,26,28,2,59_2
27091,64,26,28,2,64_2
27092,69,26,28,2,65_2
27093,62,26,28,2,71_2
27094,69,24,26,2,67_2
27095,62,26,28,2,71_2
27096,60,20,24,4,65_4
27097,57,26,28,2,69_2
27098,64,26,28,2,69_2
27099,64,8,12,4,67_4
27100,62,26,28,2,62_2
27101,71,24,26,2,67_2
27102,65,26,28,2,62_2
27103,69,20,24,4,69_4
27104,64,26,28,2,69_2
27105,64,26,28,2,62_2
27106,67,26,28,2,67_2
27107,57,26,28,2,60_2
27108,62,22,24,2,71_2
27109,71,4,8,4,71_4
27110,62,26,28,2,71_2
27111,65,22,24,2,67_2
27112,67,24,26,2,67_2
27113,71,4,8,4,69_4
27114,71,20,24,4,69_4
27115,71,28,29,1,62_1
27116,71,28,29,1,62_1
27117,71,28,29,1,62_1
27118,67,26,28,2,69_1
27119,67,26,28,2,69_1
27120,64,29,30,1,70_1
27121,71,26,28,2,71_2
27122,71,26,28,2,71_2
27123,71,24,26,2,62_2
27124,60,8,10,2,67_2
27125,71,26,28,2,62_2
27126,60,24,26,2,64_2
27127,69,26,28,2,62_2
27128,62,2,4,2,67_2
27129,67,18,20,2,64_4
27130,69,26,28,2,64_2
27131,65,26,28,2,69_2
27132,64,26,28,2,69_2
27133,67,24,28,4,71_2
27134,71,26,28,2,67_2
27135,67,26,28,2,62_2
27136,67,26,28,2,60_2
27137,57,26,28,2,57_2
27138,59,10,12,2,65_2
27139,59,10,12,2,65_2
27140,59,26,28,2,62_2
27141,65,16,18,2,65_2
27142,67,22,24,2,69_2
27143,62,20,24,4,67_4
27144,69,26,28,2,71_2
27145,71,26,28,2,67_2
27146,71,26,28,2,67_2
27147,71,26,28,2,67_2
27148,71,4,8,4,69_4
27149,65,24,28,4,67_2
27150,65,12,16,4,71_4
27151,67,22,24,2,71_2
27152,64,26,28,2,69_2
27153,64,26,28,2,69_2
27154,60,26,28,2,62_2
27155,71,4,8,4,62_4
27156,71,20,24,4,62_4
27157,67,26,28,2,71_2
27158,71,26,28,2,64_2
27159,64,26,28,2,64_2
27160,64,26,28,2,64_2
27161,69,26,28,2,69_2
27162,69,4,8,4,62_2
27163,62,22,24,2,64_2
27164,71,22,24,2,69_4
27165,71,22,24,2,69_4
27166,64,20,24,4,69_4
27167,64,26,28,2,60_2
27168,64,26,28,2,60_2
27169,71,24,28,4,67_2
27170,71,24,28,4,60_2
27171,67,16,20,4,67_4
27172,69,26,28,2,69_2
27173,67,26,28,2,69_2
27174,64,26,28,2,67_2
27175,62,12,16,4,69_4
27176,60,26,28,2,64_2
27177,60,26,28,2,60_2
27178,71,26,28,2,71_2
27179,67,26,28,2,60_2
27180,65,26,28,2,59_2
27181,64,14,16,2,62_2
27182,64,14,16,2,62_2
27183,69,20,24,4,65_4
27184,64,24,26,2,69_2
27185,64,24,28,4,65_2
27186,69,26,28,2,71_2
27187,60,26,28,2,64_2
27188,65,26,28,2,64_2
27189,62,26,28,2,60_2
27190,60,2,4,2,64_2
27191,71,26,28,2,69_2
27192,60,24,26,2,69_2
27193,71,16,20,4,65_4
27194,71,20,24,4,65_4
27195,71,22,24,2,65_4
27196,64,16,20,4,65_4
27197,60,20,22,2,60_2
27198,69,22,24,2,71_2
27199,57,24,26,2,60_2
27200,59,24,26,2,59_2
27201,53,28,29,1,64_1
27202,64,26,28,2,64_2
27203,64,26,28,2,64_2
27204,62,20,24,4,64_4
27205,62,24,28,4,69_2
27206,71,26,28,2,67_2
27207,69,2,4,2,69_2
27208,65,4,8,4,60_2
27209,64,24,26,2,69_2
27210,67,4,6,2,65_2
27211,60,26,28,2,71_2
27212,64,26,28,2,62_2
27213,60,26,28,2,69_2
27214,64,24,28,4,64_2
27215,64,22,24,2,64_2
27216,67,26,28,2,64_2
27217,69,16,20,4,64_4
27218,64,24,28,4,67_2
27219,64,20,24,4,64_4
27220,64,20,24,4,60_4
27221,60,24,26,2,60_2
27222,60,27,28,1,60_1
27223,62,24,26,2,60_2
27224,67,26,28,2,67_1
27225,67,29,30,1,71_1
27226,67,24,28,4,62_2
27227,65,26,28,2,64_2
27228,65,14,16,2,60_4
27229,65,20,24,4,64_4
27230,71,26,28,2,65_2
27231,64,24,28,4,60_2
27232,67,24,26,2,65_2
27233,71,26,28,2,71_2
27234,67,26,28,2,67_2
27235,71,2,4,2,67_2
27236,69,24,26,2,67_2
27237,64,16,18,2,64_2
27238,62,26,28,2,71_2
27239,65,26,28,2,62_2
27240,69,26,28,2,69_2
27241,64,16,20,4,67_4
27242,69,23,24,1,61_1
27243,65,23,24,1,63_1
27244,69,26,28,2,67_2
27245,64,26,28,2,65_2
27246,67,4,8,4,71_2
27247,67,26,28,2,60_2
27248,69,24,26,2,71_2
27249,62,20,24,4,62_4
27250,67,14,16,2,62_4
27251,67,20,24,4,67_4
27252,67,20,24,4,67_4
27253,67,20,24,4,67_4
27254,67,20,24,4,67_4
27255,64,26,28,2,64_2
27256,64,26,28,2,67_2
27257,65,24,26,2,65_2
27258,67,26,28,2,64_2
27259,65,6,8,2,71_2
27260,52,26,28,2,65_2
27261,60,24,26,2,62_2
27262,71,24,26,2,67_2
27263,60,26,28,2,65_2
27264,62,24,26,2,71_2
27265,62,26,28,2,60_2
27266,67,18,20,2,69_4
27267,62,26,28,2,65_2
27268,62,26,28,2,65_2
27269,71,22,24,2,65_4
27270,64,26,28,2,67_2
27271,62,20,24,4,71_4
27272,60,24,28,4,60_2
27273,62,20,24,4,65_4
27274,71,26,28,2,69_2
27275,64,26,28,2,71_2
27276,65,20,24,4,64_4
27277,69,26,28,2,69_2
27278,64,14,16,2,71_4
27279,71,24,28,4,64_2
27280,67,24,26,2,65_2
27281,65,26,28,2,64_2
27282,71,20,24,4,62_4
27283,64,22,24,2,62_4
27284,65,26,28,2,60_2
27285,57,26,28,2,62_2
27286,67,8,12,4,71_2
27287,65,20,24,4,60_4
27288,60,24,26,2,67_2
27289,60,24,26,2,67_2
27290,55,28,30,2,56_1
27291,55,28,30,2,56_1
27292,62,25,26,1,66_1
27293,62,27,28,1,66_1
27294,62,26,28,2,64_2
27295,60,24,26,2,67_2
27296,69,26,28,2,65_2
27297,71,8,12,4,65_4
27298,69,26,28,2,65_2
27299,64,27,28,1,60_1
27300,62,22,24,2,64_4
27301,64,24,26,2,67_2
27302,64,24,26,2,69_2
27303,69,26,28,2,62_2
27304,59,24,28,4,60_2
27305,69,26,28,2,64_2
27306,64,24,26,2,65_2
27307,60,6,8,2,71_2
27308,67,20,24,4,65_2
27309,69,10,12,2,71_2
27310,62,26,28,2,65_2
27311,65,28,29,1,71_1
27312,62,29,30,1,67_1
27313,71,4,8,4,65_4
27314,71,24,28,4,69_2
27315,64,22,24,2,71_2
27316,60,26,28,2,69_2
27317,65,12,16,4,62_4
27318,60,26,28,2,69_2
27319,65,26,28,2,60_2
27320,69,10,12,2,60_2
27321,71,24,28,4,71_2
27322,71,24,28,4,71_2
27323,62,24,28,4,62_2
27324,71,26,28,2,61_2
27325,69,26,28,2,69_2
27326,62,26,28,2,64_2
27327,65,26,28,2,67_2
27328,62,26,28,2,62_2
27329,62,26,28,2,62_2
27330,60,22,24,2,64_2
27331,62,16,20,4,62_4
27332,62,26,28,2,67_2
27333,71,24,26,2,69_2
27334,67,4,6,2,64_2
27335,71,26,28,2,67_2
27336,60,26,28,2,71_2
27337,65,20,24,4,64_4
27338,65,24,26,2,67_2
27339,67,24,26,2,71_2
27340,67,2,4,2,62_2
27341,62,4,8,4,69_4
27342,64,27,28,1,65_3
27343,64,27,28,1,65_3
27344,60,24,26,2,65_2
27345,64,26,28,2,64_2
27346,60,26,28,2,71_2
27347,60,24,26,2,64_2
27348,60,24,26,2,64_2
27349,60,24,26,2,64_2
27350,67,24,26,2,60_2
27351,71,20,24,4,62_4
27352,60,22,24,2,65_2
27353,71,4,6,2,71_2
27354,71,8,12,4,64_2
27355,71,20,22,2,62_2
27356,71,20,22,2,62_2
27357,62,22,24,2,67_4
27358,62,22,24,2,67_4
27359,62,22,24,2,67_4
27360,62,22,24,2,67_4
27361,71,24,26,2,65_2
27362,67,26,28,2,71_2
27363,71,24,27,3,69_1
27364,69,24,26,2,69_2
27365,69,26,28,2,67_2
27366,60,26,28,2,67_2
27367,69,2,4,2,69_4
27368,69,20,24,4,71_2
27369,69,26,28,2,64_2
27370,60,24,26,2,65_2
27371,65,26,28,2,69_2
27372,65,26,28,2,69_2
27373,62,26,28,2,60_2
27374,60,20,24,4,65_4
27375,67,6,8,2,64_4
27376,67,6,8,2,64_4
27377,71,26,28,2,64_2
27378,65,26,28,2,64_2
27379,64,20,24,4,62_4
27380,64,20,24,4,62_4
27381,64,20,24,4,62_4
27382,64,20,24,4,62_4
27383,64,20,24,4,62_4
27384,67,26,28,2,62_2
27385,69,26,28,2,71_2
27386,64,26,28,2,62_2
27387,67,26,28,2,64_2
27388,60,29,30,1,65_1
27389,67,29,30,1,69_1
27390,67,20,24,4,71_4
27391,60,24,28,4,60_2
27392,62,22,24,2,62_2
27393,60,26,28,2,69_2
27394,60,24,28,4,65_2
27395,62,2,4,2,71_2
27396,71,22,24,2,62_4
27397,64,24,26,2,65_2
27398,64,24,26,2,65_2
27399,57,29,30,1,61_1
27400,67,26,28,2,67_2
27401,67,26,28,2,67_2
27402,64,26,28,2,60_2
27403,60,20,24,4,57_4
27404,59,20,24,4,60_4
27405,67,20,24,4,71_4
27406,67,14,16,2,71_2
27407,60,24,26,2,64_2
27408,71,26,28,2,71_2
27409,60,22,24,2,60_2
27410,53,26,27,1,65_1
27411,53,26,27,1,65_1
27412,53,26,27,1,65_1
27413,60,27,28,1,63_3
27414,60,27,28,1,63_3
27415,60,27,28,1,63_3
27416,64,26,28,2,60_2
27417,64,18,20,2,60_2
27418,69,26,28,2,64_2
27419,67,26,28,2,71_2
27420,57,26,28,2,71_2
27421,60,24,28,4,65_2
27422,69,20,24,4,60_4
27423,65,20,24,4,69_4
27424,60,26,28,2,71_2
27425,65,26,28,2,64_2
27426,64,26,28,2,69_2
27427,62,26,28,2,65_2
27428,64,24,28,4,67_2
27429,60,26,28,2,62_2
27430,64,4,6,2,62_2
27431,62,20,24,4,62_4
27432,71,20,24,4,67_4
27433,60,24,26,2,62_2
27434,60,24,26,2,62_2
27435,67,24,26,2,60_2
27436,69,26,28,2,69_2
27437,69,26,28,2,62_2
27438,64,26,28,2,67_2
27439,64,26,28,2,71_2
27440,62,24,26,2,69_2
27441,64,26,28,2,71_2
27442,60,26,28,2,69_2
27443,71,26,28,2,60_2
27444,67,26,28,2,71_2
27445,62,6,8,2,67_4
27446,64,24,28,4,65_2
27447,67,16,18,2,64_2
27448,71,26,28,2,60_2
27449,62,26,28,2,71_2
27450,71,24,28,4,64_2
27451,60,26,28,2,71_2
27452,67,22,24,2,62_2
27453,62,24,26,2,62_2
27454,62,26,28,2,67_2
27455,62,24,26,2,62_2
27456,71,26,28,2,64_2
27457,62,26,28,2,69_2
27458,67,28,29,1,64_1
27459,71,29,30,1,71_1
27460,71,29,30,1,71_1
27461,52,29,30,1,56_1
27462,65,24,28,4,67_2
27463,60,2,4,2,65_2
27464,71,24,28,4,60_2
27465,69,20,24,4,60_4
27466,69,20,24,4,60_4
27467,71,26,28,2,71_2
27468,67,10,12,2,67_2
27469,64,18,20,2,67_4
27470,64,20,24,4,62_4
27471,67,24,28,4,65_2
27472,65,24,28,4,67_2
27473,69,24,28,4,69_2
27474,69,26,28,2,69_2
27475,65,20,24,4,62_4
27476,62,26,28,2,64_2
27477,62,16,18,2,69_2
27478,65,26,28,2,64_2
27479,64,8,10,2,60_2
27480,67,26,28,2,62_2
27481,64,26,28,2,65_2
27482,65,12,14,2,69_2
27483,67,26,28,2,67_2
27484,69,8,12,4,67_4
27485,62,26,28,2,65_2
27486,62,20,24,4,64_4
27487,71,26,28,2,64_2
27488,64,24,28,4,65_2
27489,71,2,4,2,60_4
27490,62,18,20,2,71_4
27491,67,24,26,2,65_2
27492,69,22,24,2,65_2
27493,65,22,24,2,69_4
27494,62,20,24,4,60_4
27495,69,22,24,2,65_4
27496,71,24,28,4,71_2
27497,60,4,8,4,71_4
27498,60,24,26,2,60_2
27499,69,20,24,4,64_4
27500,67,26,28,2,67_2
27501,64,26,28,2,69_2
27502,67,26,28,2,71_2
27503,62,26,28,2,71_2
27504,67,20,24,4,62_4
27505,67,24,26,2,71_2
27506,65,24,28,4,65_2
27507,60,24,28,4,60_2
27508,64,26,28,2,62_2
27509,67,26,28,2,65_2
27510,67,26,28,2,65_2
27511,71,16,20,4,65_2
27512,65,26,28,2,64_2
27513,60,26,28,2,71_2
27514,60,26,28,2,71_2
27515,62,26,28,2,71_2
27516,60,24,28,4,71_2
27517,71,16,18,2,65_2
27518,71,22,24,2,67_4
27519,64,24,26,2,67_2
27520,67,26,28,2,69_2
27521,64,22,24,2,64_2
27522,60,20,24,4,67_2
27523,71,20,24,4,64_4
27524,64,24,26,2,65_2
27525,60,24,28,4,57_2
27526,60,24,28,4,57_2
27527,71,26,28,2,62_2
27528,60,24,26,2,64_2
27529,60,20,24,4,65_4
27530,67,26,28,2,65_2
27531,65,24,28,4,71_2
27532,67,26,28,2,67_2
27533,69,26,28,2,60_2
27534,67,4,6,2,60_2
27535,64,22,24,2,65_2
27536,59,26,28,2,64_2
27537,69,19,20,1,70_1
27538,69,19,20,1,70_1
27539,69,26,28,2,60_2
27540,71,26,28,2,64_2
27541,71,22,24,2,65_2
27542,65,2,4,2,65_2
27543,62,28,30,2,61_1
27544,65,22,24,2,64_4
27545,69,24,26,2,67_2
27546,64,20,24,4,64_4
27547,71,16,20,4,67_4
27548,65,14,16,2,69_4
27549,62,26,28,2,62_2
27550,62,26,28,2,62_2
27551,64,26,28,2,62_2
27552,64,26,28,2,62_2
27553,65,26,28,2,64_2
27554,71,24,26,2,65_2
27555,64,4,6,2,67_2
27556,60,26,28,2,62_2
27557,62,10,12,2,71_2
27558,65,10,12,2,71_2
27559,69,26,28,2,65_2
27560,59,24,26,2,60_2
27561,59,24,26,2,60_2
27562,71,8,10,2,64_2
27563,62,14,16,2,60_4
27564,62,14,16,2,60_4
27565,71,24,28,4,71_2
27566,64,26,28,2,62_2
27567,64,26,28,2,67_2
27568,64,26,28,2,67_2
27569,65,6,8,2,62_4
27570,65,6,8,2,62_4
27571,64,24,26,2,71_2
27572,64,22,24,2,60_4
27573,71,26,28,2,69_2
27574,69,28,30,2,64_1
27575,65,24,26,2,64_2
27576,65,10,12,2,64_2
27577,64,24,26,2,67_2
27578,64,24,26,2,67_2
27579,62,24,26,2,67_2
27580,69,24,26,2,62_2
27581,64,6,8,2,67_2
27582,64,22,24,2,64_2
27583,64,22,24,2,64_2
27584,64,22,24,2,71_4
27585,64,22,24,2,71_4
27586,71,20,24,4,64_4
27587,69,22,24,2,69_4
27588,71,22,24,2,64_4
27589,60,24,26,2,62_2
27590,65,22,24,2,71_4
27591,71,26,28,2,62_2
27592,65,29,30,1,60_1
27593,71,20,24,4,71_4
27594,71,24,28,4,71_2
27595,71,24,28,4,64_2
27596,69,24,28,4,69_2
27597,71,26,28,2,69_2
27598,62,26,28,2,71_2
27599,60,26,28,2,60_2
27600,62,24,26,2,62_2
27601,71,24,28,4,64_2
27602,71,24,28,4,62_2
27603,71,8,12,4,71_4
27604,65,29,30,1,63_1
27605,65,29,30,1,63_1
27606,69,26,28,2,67_2
27607,67,2,4,2,67_2
27608,60,18,20,2,59_2
27609,71,26,28,2,67_2
27610,60,26,28,2,67_2
27611,64,24,26,2,62_2
27612,64,24,26,2,67_2
27613,62,24,26,2,62_2
27614,67,24,28,4,71_2
27615,62,16,20,4,69_4
27616,69,24,26,2,69_2
27617,69,22,24,2,60_4
27618,53,20,24,4,69_4
27619,60,20,24,4,69_4
27620,64,26,28,2,67_2
27621,67,25,26,1,69_2
27622,67,25,26,1,69_2
27623,67,20,24,4,64_4
27624,60,26,28,2,62_2
27625,60,16,20,4,62_4
27626,62,18,20,2,60_2
27627,69,26,28,2,60_2
27628,62,4,6,2,71_2
27629,67,24,26,2,57_2
27630,64,26,28,2,65_2
27631,67,24,26,2,65_2
27632,64,2,4,2,62_4
27633,71,26,28,2,71_2
27634,59,26,28,2,62_2
27635,59,26,28,2,62_2
27636,59,26,28,2,62_2
27637,69,20,24,4,71_4
27638,69,26,28,2,67_2
27639,65,24,26,2,60_2
27640,60,26,28,2,62_2
27641,71,24,28,4,65_2
27642,69,24,28,4,65_2
27643,69,24,28,4,65_2
27644,69,24,28,4,65_2
27645,65,24,26,2,69_2
27646,65,24,26,2,69_2
27647,64,6,8,2,64_4
27648,62,24,26,2,69_2
27649,62,24,26,2,69_2
