,pitch,start,end,duration,next_note
0,60,8,12,4,65_4
1,62,24,26,2,62_2
2,71,22,24,2,71_2
3,69,6,8,2,69_4
4,71,20,24,4,62_4
5,67,18,20,2,64_2
6,67,26,28,2,69_2
7,60,2,4,2,67_4
8,69,22,24,2,60_2
9,64,24,26,2,67_2
10,67,29,30,1,71_1
11,65,29,30,1,60_1
12,65,24,26,2,62_2
13,64,2,4,2,65_2
14,60,24,26,2,62_2
15,67,27,28,1,67_1
16,62,26,28,2,64_2
17,67,20,24,4,65_2
18,60,26,28,2,64_2
19,60,20,24,4,71_4
20,60,22,24,2,57_4
21,71,24,26,2,64_2
22,59,26,28,2,69_2
23,64,27,28,1,67_1
24,60,29,30,1,64_1
25,60,29,30,1,64_1
26,60,29,30,1,64_1
27,69,26,28,2,60_2
28,65,24,26,2,64_2
29,60,26,28,2,60_2
30,60,24,28,4,69_2
31,69,24,26,2,69_2
32,65,2,4,2,60_2
33,65,24,26,2,62_2
34,62,4,8,4,71_4
35,71,24,28,4,69_2
36,60,26,28,2,62_2
37,67,4,8,4,62_4
38,60,20,24,4,62_4
39,60,20,24,4,62_4
40,60,20,24,4,62_4
41,62,24,26,2,62_2
42,67,24,26,2,62_2
43,71,26,28,2,62_2
44,62,26,28,2,69_2
45,62,26,28,2,69_2
46,62,26,28,2,69_2
47,64,24,26,2,67_2
48,64,16,20,4,64_4
49,62,22,24,2,62_2
50,64,26,28,2,64_2
51,62,12,16,4,62_2
52,62,26,28,2,60_2
53,69,24,26,2,62_2
54,71,24,28,4,64_2
55,57,6,8,2,64_2
56,57,26,28,2,69_2
57,57,26,28,2,69_2
58,57,26,28,2,69_2
59,64,24,26,2,67_2
60,64,16,18,2,71_2
61,62,2,4,2,60_4
62,62,26,28,2,60_2
63,69,24,26,2,65_2
64,64,20,24,4,67_2
65,60,8,12,4,65_2
66,60,26,28,2,71_2
67,65,24,28,4,64_2
68,62,20,24,4,60_4
69,60,10,12,2,69_2
70,64,26,28,2,67_2
71,64,26,28,2,67_2
72,59,26,28,2,69_2
73,62,10,12,2,64_2
74,60,14,16,2,67_2
75,60,26,28,2,71_2
76,60,26,28,2,71_2
77,67,26,28,2,62_2
78,65,26,28,2,57_2
79,65,26,28,2,57_2
80,71,24,26,2,60_2
81,60,26,28,2,69_2
82,60,26,28,2,65_2
83,60,22,24,2,60_4
84,60,26,27,1,71_1
85,62,28,29,1,65_1
86,71,20,24,4,64_4
87,71,20,24,4,64_4
88,60,22,24,2,60_2
89,62,26,28,2,71_2
90,71,26,28,2,67_2
91,64,24,26,2,62_2
92,64,6,8,2,67_2
93,67,10,12,2,60_2
94,69,26,28,2,62_2
95,67,24,28,4,67_2
96,71,26,28,2,60_2
97,71,26,28,2,60_2
98,71,24,28,4,69_2
99,67,8,12,4,71_4
100,65,24,28,4,60_2
101,64,26,28,2,71_2
102,60,26,28,2,62_2
103,60,26,28,2,62_2
104,71,4,6,2,69_2
105,67,26,28,2,67_2
106,57,26,28,2,69_2
107,60,26,28,2,62_2
108,60,26,28,2,71_2
109,71,20,24,4,61_4
110,65,22,24,2,62_4
111,60,26,28,2,60_2
112,60,26,28,2,69_2
113,64,26,28,2,60_2
114,71,26,28,2,60_2
115,71,26,28,2,60_2
116,69,26,28,2,67_2
117,71,24,26,2,69_2
118,69,24,26,2,69_2
119,64,18,20,2,67_4
120,62,22,24,2,64_4
121,65,22,24,2,71_4
122,67,2,4,2,64_4
123,67,20,24,4,64_4
124,69,6,8,2,69_4
125,64,24,28,4,71_2
126,60,24,26,2,62_2
127,69,26,28,2,65_2
128,57,26,28,2,57_2
129,60,22,24,2,71_2
130,67,20,22,2,67_2
131,71,24,28,4,60_2
132,71,24,26,2,69_2
133,71,24,26,2,69_2
134,65,20,24,4,60_4
135,69,16,20,4,69_4
136,69,16,20,4,69_4
137,69,16,20,4,69_4
138,60,20,24,4,65_4
139,65,24,26,2,62_2
140,60,4,8,4,64_4
141,69,24,28,4,60_2
142,64,20,22,2,71_2
143,65,12,16,4,61_4
144,62,24,26,2,62_2
145,62,22,24,2,69_1
146,60,4,8,4,71_2
147,67,8,12,4,67_2
148,65,26,28,2,69_2
149,71,4,8,4,67_4
150,60,24,26,2,67_2
151,62,16,18,2,62_2
152,67,24,28,4,62_2
153,52,28,30,2,67_1
154,60,24,26,2,65_2
155,62,2,4,2,71_2
156,64,26,28,2,70_2
157,67,26,28,2,62_2
158,71,26,28,2,71_2
159,62,24,28,4,60_2
160,65,2,4,2,64_4
161,64,28,29,1,66_1
162,64,29,30,1,71_1
163,65,20,22,2,65_2
164,67,28,30,2,67_1
165,65,2,4,2,64_2
166,71,26,28,2,65_2
167,64,24,26,2,64_2
168,71,26,28,2,67_2
169,65,26,28,2,65_2
170,69,24,28,4,62_2
171,71,26,28,2,60_2
172,65,26,28,2,64_2
173,69,24,27,3,68_1
174,60,26,28,2,64_2
175,64,24,28,4,62_2
176,65,26,28,2,71_2
177,64,24,26,2,62_2
178,60,24,28,4,64_2
179,69,26,28,2,67_2
180,60,28,29,1,67_1
181,69,20,24,4,65_4
182,71,24,28,4,57_3
183,71,24,28,4,57_3
184,67,24,28,4,64_3
185,62,24,26,2,62_2
186,71,24,26,2,62_2
187,71,24,26,2,62_2
188,65,24,28,4,60_2
189,64,26,28,2,71_2
190,64,24,28,4,64_2
191,60,24,28,4,71_2
192,64,24,26,2,67_2
193,62,24,26,2,62_2
194,64,26,28,2,62_2
195,64,26,28,2,62_2
196,60,29,30,1,71_1
197,71,29,30,1,71_1
198,69,24,26,2,66_2
199,50,29,30,1,56_1
200,64,20,22,2,65_2
201,60,26,28,2,67_2
202,60,26,28,2,67_2
203,60,26,28,2,67_2
204,60,26,28,2,67_2
205,64,26,28,2,64_2
206,64,26,28,2,64_2
207,64,26,28,2,64_2
208,64,26,28,2,64_2
209,64,26,28,2,64_2
210,64,26,28,2,64_2
211,64,26,28,2,64_2
212,64,26,28,2,64_2
213,62,26,28,2,60_2
214,62,26,28,2,62_1
215,62,26,28,2,67_2
216,69,26,28,2,69_2
217,67,26,28,2,62_2
218,59,20,24,4,62_2
219,59,20,24,4,62_2
220,62,24,26,2,69_2
221,71,24,28,4,64_2
222,62,26,28,2,67_2
223,62,26,28,2,67_2
224,62,26,28,2,67_2
225,65,2,4,2,60_2
226,71,20,24,4,71_4
227,65,26,28,2,64_2
228,67,24,26,2,64_2
229,64,24,26,2,69_2
230,71,20,24,4,69_4
231,67,26,28,2,71_2
232,64,24,28,4,64_2
233,67,26,28,2,64_2
234,67,26,28,2,64_2
235,60,24,28,4,64_2
236,71,27,28,1,71_3
237,71,27,28,1,71_3
238,71,27,28,1,71_3
239,69,20,24,4,62_4
240,64,20,24,4,64_4
241,60,8,10,2,71_2
242,62,20,24,4,62_4
243,67,22,24,2,62_2
244,69,20,24,4,64_2
245,64,26,28,2,65_2
246,60,26,28,2,65_2
247,69,22,24,2,67_4
248,62,24,26,2,62_2
249,69,26,28,2,60_1
250,67,22,24,2,65_4
251,64,22,24,2,65_4
252,60,26,28,2,69_2
253,67,26,28,2,60_2
254,60,2,4,2,69_2
255,71,26,28,2,65_2
256,69,4,6,2,64_2
257,65,22,24,2,71_4
258,62,26,28,2,64_2
259,64,26,28,2,65_2
260,64,26,28,2,65_2
261,62,24,28,4,62_2
262,69,14,16,2,67_2
263,69,14,16,2,67_2
264,62,26,28,2,69_2
265,62,20,24,4,71_4
266,67,24,28,4,60_2
267,67,24,28,4,60_2
268,64,26,28,2,64_2
269,71,24,26,2,71_2
270,67,10,12,2,64_2
271,59,18,20,2,71_4
272,67,26,28,2,65_2
273,69,26,28,2,69_2
274,71,20,24,4,60_4
275,69,26,28,2,70_2
276,67,4,8,4,62_4
277,64,24,26,2,61_2
278,60,2,4,2,71_2
279,60,20,22,2,60_2
280,65,24,28,4,64_2
281,65,24,28,4,65_2
282,60,24,28,4,67_2
283,60,14,16,2,69_2
284,60,26,28,2,67_2
285,60,26,28,2,71_2
286,69,20,22,2,60_2
287,65,24,28,4,67_2
288,69,22,24,2,69_4
289,64,26,28,2,62_2
290,71,18,20,2,65_4
291,64,26,28,2,71_2
292,71,8,10,2,65_2
293,65,26,28,2,69_2
294,64,24,28,4,69_2
295,65,24,28,4,57_2
296,62,28,29,1,69_1
297,64,24,26,2,67_2
298,64,12,14,2,69_2
299,64,26,28,2,64_2
300,62,24,26,2,62_2
301,69,24,26,2,62_2
302,64,26,28,2,60_2
303,60,10,12,2,64_4
304,65,22,24,2,69_4
305,71,26,28,2,65_2
306,67,20,24,4,64_4
307,60,28,29,1,69_1
308,59,29,30,1,70_1
309,60,29,30,1,69_1
310,60,8,12,4,67_4
311,64,26,28,2,64_2
312,67,26,28,2,62_2
313,69,26,28,2,71_2
314,67,22,24,2,64_4
315,71,26,28,2,62_2
316,67,24,28,4,64_2
317,69,26,28,2,71_2
318,69,4,8,4,64_4
319,62,24,28,4,71_2
320,69,26,28,2,62_2
321,71,2,4,2,71_2
322,67,26,28,2,65_2
323,62,27,28,1,57_3
324,62,24,26,2,62_2
325,60,22,24,2,62_2
326,64,12,14,2,67_2
327,69,24,28,4,62_2
328,62,26,28,2,71_2
329,60,24,28,4,60_2
330,67,22,24,2,65_2
331,71,26,28,2,71_2
332,65,24,26,2,62_2
333,62,10,12,2,60_2
334,69,26,28,2,64_2
335,65,26,28,2,60_2
336,65,22,24,2,69_2
337,64,24,26,2,67_2
338,69,26,28,2,60_2
339,62,26,28,2,71_2
340,60,26,28,2,71_2
341,60,26,28,2,71_2
342,71,22,24,2,64_2
343,67,20,24,4,71_4
344,67,26,28,2,67_2
345,67,24,26,2,60_2
346,65,24,28,4,62_2
347,65,26,28,2,65_2
348,65,12,14,2,65_2
349,62,24,26,2,65_2
350,60,26,28,2,69_2
351,71,26,28,2,64_2
352,69,26,28,2,67_2
353,67,24,28,4,62_2
354,60,24,28,4,62_2
355,71,18,20,2,69_4
356,71,18,20,2,69_4
357,67,24,28,4,60_2
358,60,24,26,2,62_2
359,69,26,28,2,67_2
360,57,26,28,2,69_2
361,67,26,28,2,65_2
362,60,24,28,4,60_2
363,71,24,26,2,62_2
364,71,26,28,2,60_2
365,62,8,12,4,64_2
366,62,2,4,2,64_2
367,71,20,22,2,71_2
368,71,20,22,2,71_2
369,69,24,28,4,71_2
370,64,22,24,2,69_4
371,64,26,28,2,64_2
372,69,24,28,4,60_2
373,57,26,28,2,64_2
374,57,26,28,2,64_2
375,69,2,4,2,69_2
376,69,26,28,2,67_2
377,57,26,28,2,67_2
378,67,24,26,2,65_2
379,71,2,4,2,71_2
380,69,26,28,2,65_2
381,69,26,28,2,65_2
382,62,26,28,2,65_2
383,64,16,20,4,69_4
384,64,26,28,2,71_2
385,71,26,28,2,69_2
386,69,20,24,4,67_4
387,71,26,28,2,67_2
388,64,4,8,4,69_4
389,60,20,24,4,60_2
390,69,20,24,4,62_4
391,64,24,28,4,57_2
392,60,24,28,4,60_2
393,67,24,26,2,69_2
394,60,24,26,2,67_2
395,65,26,28,2,69_2
396,62,24,28,4,69_2
397,64,22,24,2,60_4
398,64,22,24,2,60_4
399,64,22,24,2,60_4
400,64,22,24,2,60_4
401,64,22,24,2,60_4
402,69,12,14,2,65_2
403,67,26,28,2,67_2
404,71,24,26,2,67_2
405,65,24,26,2,59_2
406,69,24,26,2,69_2
407,67,26,28,2,64_2
408,67,24,28,4,60_2
409,71,4,8,4,69_4
410,64,16,20,4,71_2
411,62,26,28,2,71_2
412,60,26,28,2,69_2
413,69,22,24,2,69_2
414,71,6,8,2,67_2
415,65,4,8,4,60_4
416,60,16,20,4,64_2
417,65,26,28,2,60_2
418,60,26,28,2,65_2
419,65,26,28,2,69_2
420,62,4,8,4,65_2
421,60,20,24,4,71_4
422,69,20,24,4,71_4
423,67,22,24,2,71_4
424,71,26,28,2,65_2
425,71,26,28,2,69_2
426,69,26,28,2,65_2
427,60,24,28,4,69_2
428,65,20,24,4,64_4
429,65,4,6,2,67_2
430,62,8,10,2,64_2
431,71,22,24,2,62_4
432,65,26,28,2,67_2
433,69,20,24,4,64_4
434,71,26,28,2,67_2
435,67,24,26,2,64_2
436,71,24,26,2,71_2
437,64,24,26,2,69_2
438,67,26,28,2,65_2
439,62,26,28,2,69_2
440,62,26,28,2,69_2
441,62,26,28,2,69_2
442,69,26,28,2,69_2
443,62,26,28,2,69_2
444,71,26,28,2,71_2
445,62,26,28,2,65_2
446,67,24,26,2,61_2
447,67,26,28,2,60_2
448,62,26,28,2,60_2
449,64,4,8,4,62_4
450,64,24,26,2,64_2
451,67,20,24,4,62_2
452,71,24,26,2,69_2
453,71,26,28,2,62_2
454,55,20,24,4,58_3
455,64,24,26,2,67_2
456,64,24,26,2,67_2
457,67,26,28,2,60_2
458,69,12,16,4,67_4
459,65,26,28,2,65_2
460,65,26,28,2,67_2
461,67,26,28,2,64_2
462,65,26,28,2,70_1
463,69,26,28,2,69_2
464,60,26,28,2,71_2
465,62,10,12,2,64_2
466,62,26,28,2,69_2
467,69,24,26,2,64_2
468,71,26,28,2,67_2
469,60,26,28,2,62_2
470,71,24,28,4,65_2
471,64,24,28,4,64_2
472,69,26,28,2,62_2
473,71,26,28,2,65_2
474,71,26,28,2,65_2
475,64,24,26,2,71_2
476,71,2,4,2,62_2
477,71,26,28,2,65_2
478,71,2,4,2,62_4
479,64,16,20,4,59_4
480,64,24,26,2,67_2
481,64,6,8,2,65_4
482,67,20,24,4,65_4
483,60,24,26,2,60_2
484,60,24,26,2,60_2
485,67,24,28,4,69_2
486,65,26,28,2,60_2
487,60,28,29,1,64_1
488,67,20,24,4,67_4
489,65,26,28,2,71_2
490,57,26,28,2,67_2
491,62,26,28,2,60_2
492,67,24,26,2,67_2
493,65,24,28,4,71_2
494,71,24,28,4,69_2
495,64,26,28,2,64_2
496,65,24,26,2,60_2
497,67,26,28,2,62_2
498,62,26,28,2,64_2
499,67,26,28,2,71_2
500,65,26,28,2,62_2
501,65,22,24,2,62_4
502,65,26,28,2,67_2
503,65,26,28,2,67_2
504,65,26,28,2,60_2
505,62,26,28,2,71_2
506,64,26,28,2,60_2
507,71,22,24,2,67_4
508,64,14,16,2,60_4
509,64,14,16,2,60_4
510,62,26,28,2,67_2
511,71,20,24,4,62_4
512,71,2,4,2,69_2
513,60,28,29,1,66_1
514,64,26,28,2,64_2
515,64,26,28,2,62_2
516,64,26,28,2,62_2
517,69,10,12,2,64_2
518,64,26,28,2,65_2
519,71,26,28,2,69_2
520,69,26,28,2,67_2
521,71,26,28,2,71_2
522,69,22,24,2,62_4
523,65,12,14,2,62_2
524,60,20,24,4,62_4
525,60,24,28,4,71_2
526,67,24,28,4,60_2
527,60,20,24,4,71_4
528,69,26,28,2,69_2
529,71,26,28,2,71_2
530,62,2,4,2,62_4
531,62,26,28,2,69_2
532,64,26,28,2,60_2
533,64,26,28,2,60_2
534,64,26,28,2,60_2
535,64,26,28,2,60_2
536,64,26,28,2,60_2
537,65,26,28,2,62_2
538,50,26,28,2,62_2
539,65,26,28,2,62_2
540,60,24,26,2,71_2
541,64,26,28,2,62_2
542,62,24,26,2,65_2
543,64,26,28,2,71_2
544,62,8,10,2,64_2
545,65,26,28,2,65_2
546,67,24,28,4,69_2
547,64,26,28,2,71_2
548,69,20,24,4,69_4
549,69,24,28,4,65_2
550,69,26,28,2,71_2
551,69,2,4,2,60_2
552,64,24,26,2,67_2
553,67,10,12,2,65_2
554,64,26,28,2,64_2
555,60,26,28,2,69_2
556,65,20,24,4,67_4
557,67,26,28,2,60_2
558,64,24,28,4,62_2
559,65,8,10,2,62_2
560,64,24,28,4,67_2
561,71,24,28,4,64_2
562,71,24,28,4,64_2
563,62,6,8,2,65_2
564,60,26,28,2,65_2
565,64,2,4,2,65_2
566,64,26,28,2,62_2
567,62,24,26,2,64_2
568,65,26,28,2,64_2
569,65,24,28,4,65_2
570,64,24,26,2,67_2
571,69,16,20,4,71_2
572,60,26,28,2,71_2
573,62,14,16,2,59_2
574,67,24,28,4,69_2
575,71,24,26,2,69_2
576,65,24,26,2,64_2
577,60,26,28,2,69_2
578,65,26,28,2,64_2
579,65,24,26,2,64_2
580,60,20,24,4,60_4
581,60,26,28,2,67_2
582,71,2,4,2,69_4
583,71,24,28,4,71_2
584,59,22,24,2,64_2
585,71,22,24,2,71_4
586,69,26,28,2,71_2
587,67,2,4,2,65_2
588,71,20,24,4,64_4
589,69,26,28,2,67_2
590,67,26,28,2,62_2
591,64,26,28,2,65_2
592,69,26,28,2,64_2
593,64,24,28,4,69_2
594,71,14,16,2,67_4
595,64,26,28,2,60_2
596,71,26,28,2,62_2
597,69,26,28,2,65_2
598,65,26,28,2,62_2
599,69,26,28,2,69_2
600,62,26,28,2,71_2
601,71,26,28,2,69_2
602,69,24,28,4,64_2
603,71,24,28,4,62_2
604,67,26,28,2,71_2
605,60,24,26,2,67_2
606,64,26,28,2,60_2
607,65,26,28,2,69_2
608,69,20,24,4,69_4
609,67,20,24,4,69_4
610,60,20,24,4,69_4
611,60,20,24,4,69_4
612,64,20,24,4,69_4
613,67,24,26,2,69_2
614,67,24,26,2,69_2
615,67,20,22,2,57_2
616,62,22,24,2,71_4
617,65,24,28,4,60_2
618,69,20,24,4,64_4
619,71,26,28,2,60_2
620,60,10,12,2,71_2
621,69,26,28,2,71_2
622,62,22,24,2,65_2
623,60,24,28,4,64_2
624,64,26,28,2,71_2
625,62,26,28,2,69_2
626,69,26,28,2,60_2
627,65,26,28,2,64_2
628,60,24,28,4,60_2
629,64,26,28,2,69_2
630,60,26,28,2,68_2
631,64,4,8,4,67_4
632,69,24,26,2,64_2
633,69,24,26,2,64_2
634,67,26,28,2,69_2
635,67,24,28,4,65_2
636,67,24,28,4,65_2
637,71,24,28,4,60_2
638,71,24,28,4,60_2
639,71,24,28,4,60_2
640,62,18,20,2,67_2
641,67,26,28,2,65_2
642,71,26,28,2,71_2
643,62,24,28,4,62_2
644,62,26,28,2,60_2
645,71,26,28,2,67_2
646,60,12,16,4,62_2
647,62,26,28,2,64_2
648,62,26,28,2,68_2
649,69,29,30,1,60_1
650,50,22,24,2,58_4
651,62,24,26,2,62_2
652,69,20,22,2,57_1
653,62,1,2,1,71_2
654,65,28,29,1,62_1
655,67,26,28,2,67_2
656,71,20,24,4,65_4
657,69,26,28,2,57_2
658,60,28,29,1,62_1
659,62,29,30,1,61_1
660,60,29,30,1,62_1
661,65,26,28,2,64_2
662,62,24,28,4,64_2
663,62,24,28,4,64_2
664,67,8,10,2,69_2
665,67,8,10,2,69_2
666,71,2,4,2,64_4
667,60,26,28,2,64_2
668,60,12,16,4,59_4
669,69,24,28,4,69_2
670,69,24,28,4,57_2
671,62,2,4,2,64_2
672,64,18,20,2,60_4
673,64,18,20,2,60_4
674,64,12,16,4,64_4
675,67,2,4,2,64_2
676,62,16,20,4,62_4
677,69,20,24,4,69_4
678,60,20,24,4,67_2
679,71,16,18,2,67_2
680,71,26,28,2,67_2
681,62,24,28,4,71_2
682,62,24,28,4,65_2
683,71,26,28,2,65_2
684,71,20,24,4,67_4
685,71,26,28,2,67_2
686,69,20,24,4,65_4
687,69,20,24,4,65_4
688,64,26,28,2,71_2
689,67,26,28,2,71_2
690,64,26,28,2,67_2
691,65,2,4,2,67_4
692,67,26,28,2,64_2
693,69,26,28,2,60_2
694,60,20,24,4,71_4
695,64,26,28,2,67_2
696,62,24,26,2,62_2
697,64,26,28,2,65_2
698,62,20,24,4,60_2
699,62,20,24,4,60_2
700,67,6,8,2,64_4
701,62,24,26,2,62_2
702,69,24,26,2,71_2
703,69,26,28,2,67_2
704,64,2,4,2,69_4
705,67,18,20,2,64_2
706,71,8,10,2,69_2
707,69,24,28,4,64_2
708,71,20,24,4,71_4
709,60,18,20,2,67_2
710,65,20,24,4,67_4
711,62,26,28,2,71_2
712,64,26,28,2,69_2
713,64,24,26,2,64_2
714,67,20,24,4,69_4
715,67,2,4,2,62_2
716,64,24,28,4,69_2
717,65,26,28,2,64_2
718,64,20,24,4,62_4
719,64,24,26,2,67_2
720,62,26,28,2,71_2
721,69,26,28,2,67_2
722,65,26,28,2,67_2
723,65,22,24,2,63_4
724,64,24,26,2,67_2
725,64,24,26,2,67_2
726,71,26,28,2,62_2
727,62,8,10,2,62_2
728,69,20,24,4,69_2
729,67,2,4,2,67_2
730,69,26,28,2,60_2
731,69,26,28,2,60_2
732,71,26,28,2,60_2
733,69,24,26,2,62_2
734,69,24,28,4,67_2
735,65,24,26,2,71_2
736,60,10,12,2,60_2
737,69,26,28,2,62_2
738,69,26,28,2,62_2
739,69,22,24,2,71_4
740,62,26,28,2,64_2
741,71,16,18,2,64_2
742,65,26,28,2,62_2
743,69,28,29,1,65_1
744,69,24,26,2,69_2
745,67,25,26,1,70_2
746,62,24,26,2,71_2
747,71,26,28,2,65_2
748,65,26,28,2,69_2
749,62,28,29,1,66_1
750,69,20,22,2,62_2
751,65,26,28,2,64_2
752,60,24,26,2,60_2
753,67,29,30,1,64_1
754,67,29,30,1,64_1
755,67,2,4,2,69_2
756,71,16,20,4,65_2
757,69,4,8,4,62_2
758,69,26,28,2,64_2
759,67,20,24,4,71_4
760,67,26,28,2,57_2
761,71,24,26,2,71_2
762,71,26,28,2,65_2
763,64,24,26,2,60_2
764,64,24,26,2,60_2
765,62,24,26,2,62_2
766,60,26,28,2,60_2
767,64,26,28,2,69_2
768,64,26,28,2,69_2
769,67,26,28,2,67_2
770,64,26,28,2,64_2
771,65,26,28,2,64_2
772,62,26,28,2,64_2
773,65,26,28,2,71_2
774,71,20,24,4,64_4
775,69,26,28,2,65_2
776,60,24,26,2,67_2
777,60,24,26,2,67_2
778,62,26,28,2,69_2
779,65,26,28,2,67_2
780,69,14,16,2,67_4
781,65,16,20,4,64_4
782,65,16,20,4,64_4
783,71,20,24,4,71_4
784,65,22,24,2,67_4
785,60,8,12,4,64_4
786,60,6,8,2,60_4
787,64,2,4,2,67_2
788,62,16,18,2,69_2
789,64,22,24,2,60_4
790,64,22,24,2,60_4
791,60,4,8,4,60_4
792,64,26,28,2,62_2
793,69,14,16,2,71_2
794,65,24,26,2,60_2
795,69,18,20,2,65_2
796,60,22,24,2,65_2
797,65,20,22,2,67_2
798,65,26,28,2,67_2
799,64,26,28,2,62_2
800,67,26,28,2,62_2
801,65,26,28,2,65_2
802,65,26,28,2,65_2
803,62,26,28,2,65_2
804,64,26,28,2,65_2
805,64,26,28,2,65_2
806,69,24,26,2,62_2
807,71,24,28,4,67_2
808,65,26,28,2,69_2
809,67,4,8,4,67_4
810,60,26,28,2,65_2
811,50,27,28,1,58_2
812,65,26,28,2,69_2
813,60,26,28,2,60_2
814,67,22,24,2,69_2
815,62,20,24,4,71_4
816,64,22,23,1,67_1
817,60,20,24,4,67_4
818,62,2,4,2,65_4
819,64,20,24,4,62_4
820,65,26,28,2,65_2
821,57,26,28,2,69_2
822,71,24,26,2,62_2
823,50,26,28,2,67_2
824,60,22,24,2,65_2
825,60,22,24,2,67_4
826,60,26,28,2,71_2
827,62,24,28,4,67_2
828,60,26,28,2,60_2
829,62,24,28,4,67_2
830,65,24,26,2,69_2
831,65,24,26,2,69_2
832,69,24,28,4,62_2
833,65,26,28,2,64_2
834,64,22,24,2,70_4
835,69,4,6,2,67_2
836,71,22,24,2,67_2
837,62,26,28,2,67_2
838,64,26,28,2,67_2
839,69,26,28,2,69_2
840,69,26,28,2,69_2
841,69,24,28,4,71_2
842,64,24,28,4,64_2
843,65,26,28,2,64_2
844,65,26,28,2,64_2
845,67,26,28,2,67_2
846,67,26,28,2,67_2
847,67,26,28,2,67_2
848,57,26,28,2,70_2
849,60,26,28,2,60_2
850,65,4,8,4,71_2
851,67,26,28,2,71_2
852,71,29,30,1,62_1
853,65,26,28,2,71_1
854,62,26,28,2,67_2
855,62,26,28,2,67_2
856,67,24,26,2,71_2
857,65,26,28,2,65_2
858,60,26,28,2,67_2
859,60,26,28,2,71_2
860,64,26,28,2,62_2
861,69,26,28,2,64_2
862,69,26,28,2,71_2
863,67,20,24,4,64_4
864,71,22,24,2,60_4
865,71,8,12,4,69_4
866,71,26,28,2,67_2
867,67,16,18,2,60_2
868,67,16,18,2,60_2
869,62,22,24,2,71_4
870,67,26,28,2,64_2
871,67,26,28,2,67_2
872,67,26,28,2,67_2
873,60,12,14,2,57_2
874,64,12,16,4,67_4
875,64,12,16,4,67_4
876,64,12,16,4,67_4
877,67,26,28,2,71_2
878,67,26,28,2,71_2
879,60,24,26,2,71_2
880,69,22,24,2,69_4
881,65,26,28,2,62_2
882,65,25,26,1,62_2
883,60,24,26,2,64_2
884,71,26,28,2,71_2
885,71,2,4,2,62_2
886,60,20,24,4,62_4
887,65,26,28,2,71_2
888,69,20,24,4,69_2
889,71,26,28,2,65_2
890,64,26,28,2,59_2
891,69,26,28,2,60_2
892,67,20,24,4,62_4
893,67,2,4,2,71_4
894,53,26,28,2,61_3
895,62,26,28,2,60_2
896,65,24,28,4,59_2
897,67,12,16,4,60_4
898,67,2,4,2,60_2
899,62,26,28,2,64_2
900,64,24,26,2,69_2
901,62,20,24,4,62_4
902,62,20,24,4,62_4
903,67,26,28,2,65_2
904,64,8,10,2,69_2
905,67,26,28,2,62_2
906,71,22,24,2,71_4
907,57,26,28,2,62_2
908,65,26,28,2,71_2
909,64,26,28,2,67_2
910,69,20,24,4,60_4
911,67,26,28,2,62_2
912,71,4,6,2,62_2
913,67,26,28,2,65_2
914,69,28,29,1,68_1
915,71,24,28,4,71_2
916,62,26,28,2,67_2
917,62,26,28,2,60_2
918,62,26,28,2,60_2
919,64,24,26,2,60_2
920,62,26,28,2,65_2
921,67,8,10,2,64_2
922,71,16,18,2,67_2
923,67,24,26,2,67_2
924,62,26,28,2,64_2
925,60,4,6,2,62_2
926,64,22,24,2,62_2
927,64,22,24,2,62_2
928,60,26,28,2,71_2
929,65,20,24,4,60_4
930,60,24,26,2,65_2
931,62,26,28,2,65_2
932,65,16,18,2,64_2
933,69,20,24,4,65_4
934,65,24,28,4,60_2
935,62,26,28,2,60_2
936,69,26,28,2,60_2
937,69,26,28,2,60_2
938,69,22,24,2,69_2
939,71,20,24,4,64_4
940,64,24,26,2,60_2
941,69,26,28,2,64_2
942,65,20,24,4,65_4
943,60,20,24,4,69_4
944,65,20,24,4,59_4
945,64,24,28,4,64_1
946,67,20,24,4,67_4
947,67,20,24,4,67_4
948,62,20,24,4,65_4
949,62,20,24,4,65_4
950,62,20,24,4,64_4
951,62,24,26,2,65_2
952,64,20,24,4,60_4
953,71,20,24,4,62_4
954,71,20,24,4,62_4
955,64,20,24,4,65_4
956,60,20,24,4,69_4
957,60,20,24,4,69_4
958,69,24,26,2,71_2
959,57,20,24,4,69_4
960,57,20,24,4,69_4
961,62,20,24,4,64_4
962,62,20,24,4,64_4
963,71,20,24,4,69_4
964,60,22,24,2,69_4
965,69,24,28,4,67_2
966,71,20,24,4,60_4
967,69,14,16,2,62_4
968,62,2,4,2,67_2
969,64,24,28,4,65_2
970,62,18,20,2,65_2
971,64,26,28,2,65_2
972,55,26,27,1,57_1
973,69,24,28,4,67_2
974,67,26,28,2,67_2
975,69,26,28,2,65_2
976,65,22,24,2,64_4
977,60,26,28,2,60_2
978,60,20,24,4,64_4
979,65,22,24,2,64_4
980,59,26,28,2,62_2
981,65,24,26,2,64_2
982,65,24,28,4,69_2
983,60,26,28,2,64_2
984,69,26,28,2,69_2
985,65,26,28,2,69_2
986,62,22,24,2,66_1
987,62,22,24,2,71_4
988,64,24,26,2,60_2
989,60,24,26,2,62_2
990,60,24,26,2,62_2
991,69,26,28,2,65_2
992,60,26,28,2,67_2
993,62,26,28,2,67_2
994,60,24,28,4,67_2
995,64,12,16,4,67_2
996,62,24,28,4,59_2
997,62,24,28,4,59_2
